Released Date,Movie,Worldwide,India Telugu Net,India Gross,Overseas,Budget,Verdict,Genres,Industry,Original Languages,Dubbed Languages,Status,Region,India Malayalam Net,India Hindi Net,India Gujarati Net,India Marathi Net,India Bengali Net
24 Mar,Godzilla vs. Kong,3800,2.32,59,2900,1300,Hit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Mar,Chaavu Kaburu Challaga,4.8,3.85,4.55,0.25,15,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Mar,Sashi,0.7,0.6,0.7,0,5,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Mar,Mosagallu,1.65,1.19,1.5,0.15,51,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
12 Mar,Love Life And Pakodi,0.06,0.05,0.06,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
11 Mar,Devarakondalo Vijay Premakatha,0.03,0.03,0.03,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
11 Mar,Gaali Sampath,1.12,0.97,1.12,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
11 Mar,Sreekaram,16.5,13.48,15.75,0.75,20,Flop,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
11 Mar,Jathi Ratnalu,68,49.76,57,11,15,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
11 Mar,Roberrt,69.5,0.35,69.5,0,30,SuperHit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Mar,Gajakessari,0.04,0.04,0.04,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Mar,Devineni,0.07,0.06,0.07,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Mar,Climax,0.08,0.07,0.08,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Mar,A (Ad Infinitum),0.17,0.14,0.17,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Mar,A1 Express,7.2,6.19,7.05,0.15,10,Average,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Mar,Shaadi Mubarak,0.39,0.33,0.39,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Mar,Thota Bavi,0.03,0.03,0.03,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Mar,Sri Paramanandayya Sishyula Katha,0.03,0.03,0.03,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Mar,Power Play,0.32,0.26,0.32,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Mar,Playback,0.09,0.08,0.09,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Feb,Check,15.55,12.15,14.25,1.3,25,Flop,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Feb,BalaMitra,0.06,0.05,0.06,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Feb,Angulika,0.07,0.06,0.07,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Feb,MMOF,0.12,0.1,0.12,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Feb,Akshara,0.5,0.44,0.5,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Feb,Lawyer Viswanath,0.04,0.04,0.04,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Feb,Kshana Kshanam,0.23,0.18,0.23,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Feb,Kapatadhaari,0.48,0.42,0.48,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Feb,Chakra,18.8,5.3,18.3,0.5,35,Flop,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Feb,Pogaru,45.1,3.69,45.1,0,25,Hit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Feb,Naandhi,8.5,7.14,8.3,0.2,4,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Feb,Tom and Jerry,415,0.05,3.6,250,580,Below Average,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
12 Feb,Uppena,84.1,70,81.6,2.5,22,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
12 Feb,Mystery Of Sarika,0.02,0.02,0.02,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
12 Feb,FCUK,1.75,1.4,1.75,0,1,Below Average,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Feb,G-Zombie,0.2,0.17,0.2,0,1,Flop,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Feb,Zombie Reddy,11,9.31,10.8,0.2,4,Hit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Feb,Monster Hunter,93,0.05,4.2,76,1,Flop,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Feb,Vittalwadi,0.11,0.09,0.11,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Feb,Radha Krishna,0.04,0.04,0.04,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Feb,Pranavam,0.03,0.03,0.03,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Feb,Journalist,0.04,0.04,0.04,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Feb,Chethilo Cheyyesi Cheppu Bava,0.03,0.03,0.03,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Feb,Bomma Adirindi Dhimma Tirigindi,0.05,0.04,0.05,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
29 Jan,Jai Sena,0.06,0.05,0.06,0,2,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
29 Jan,Cheppina Evaru Nammaru,0.06,0.05,0.06,0,2,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
29 Jan,Annapurnamma Gari Manavadu,0.05,0.04,0.05,0,2,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
29 Jan,Amma Deevena,0.05,0.04,0.05,0,2,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
29 Jan,30 Rojullo Preminchadam Ela,12.2,10.22,11.8,0.4,6,Hit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
29 Jan,Mr & Miss,0.05,0.04,0.05,0,2,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
29 Jan,KalaPoshakulu,0.05,0.04,0.05,0,2,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
27 Jan,April 28th Em Jarigindi,0.14,0.12,0.14,0,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
23 Jan,Bangaru Bullodu,3,2.55,2.85,0.15,6,Flop,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
22 Jan,Tongi Tongi Chudamaku Chandamama,0.03,0.03,0.03,0,3,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
15 Jan,Cycle,0.11,0.09,0.11,0,4,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
14 Jan,Alludu Adhurs,13,10.85,12.7,0.3,15,Average,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
14 Jan,Red,31.2,25.96,30.7,0.5,20,SuperHit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
13 Jan,Master,223,9.93,178.75,44.25,135,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
09 Jan,Krack,60.15,50.02,58.75,1.4,40,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
08 Jan,Valasa,0.04,0.03,0.04,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
08 Jan,H23,0.01,0.01,0.01,0,5,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
08 Jan,Dirty Hari,0.16,0.14,0.16,0,8,Flop,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
07 Jan,Chithakkotudu 2,0.32,0.28,0.32,0,7,Flop,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
01 Jan,V,0.3,0.21,0.3,0,30,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
01 Jan,Tera Venuka,0.08,0.07,0.08,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
01 Jan,Kaalika,0.14,0.12,0.14,0,5,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
01 Jan,Chitram X,0.09,0.07,0.09,0,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
01 Jan,Orey Bujjiga,0.5,0.44,0.5,0,15,Flop,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
31 Dec,Kushi (Rerelease),7.25,5.77,6.75,0.5,5,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
31 Dec,Korameenu,-,0.04,-,-,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
30 Dec,Top Gear,-,0.25,0.3,-,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
23 Dec,Dhamaka,82.25,63.83,74.75,7.5,20,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
23 Dec,18 Pages,22.96,16.8,19.66,3.3,15,Hit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
22 Dec,Connect,15.57,1.05,14.57,1,8,Hit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
16 Dec,Avatar: The Way of Water,17380,28.7,477.5,16902.5,3200,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
09 Dec,Gurtundha Seetakalam,-,2.71,3.2,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
09 Dec,Cheppalani Undi,-,0.55,0.65,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
02 Dec,Gatta Kusthi,14.58,1.29,11.58,3,5,Hit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
02 Dec,Hit: The 2nd Case,41.85,25.92,30.35,11.5,15,SuperHit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
25 Nov,Bhediya,94.91,0.32,81.41,13.5,60,Average,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
25 Nov,Itlu Maredumilli Prajaneekam,3.41,2.87,3.36,0.05,5,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
18 Nov,Masooda,13,10.37,12.15,0.85,3,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
18 Nov,Gaalodu,9.2,7.7,9,0.2,3,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
11 Nov,Yashoda,32.13,16.35,23.63,8.5,30,Hit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
11 Nov,Black Panther: Wakanda Forever,6634,1.97,87.24,6546.76,1250,Hit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
04 Nov,Love Today,83.55,11.81,78.55,5,6,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
04 Nov,Urvasivo Rakshasivo,3.68,4.76,5.62,0.5,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
04 Nov,"Like, Share and Subscribe",-,1.49,1.76,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
25 Oct,Ram Setu,96.74,0.05,89.24,7.5,150,Below Average,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
21 Oct,Ginna,0.24,0.34,0.42,0.01,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
21 Oct,Ori Devuda,10.43,7.63,8.93,1.5,10,Below Average,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
21 Oct,Sardar,84.5,12.64,64.5,20,30,SuperHit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
21 Oct,Prince,41.13,4.82,32.13,9,30,Above Average,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
20 Oct,Black Adam,2985,0.33,57.52,2927.48,1500,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
14 Oct,Crazy Fellow,-,0.1,0.12,-,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Oct,Swathimuthyam,-,0.82,0.97,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Oct,The Ghost,10.5,7.75,9,1.5,25,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Oct,Godfather,107,65.57,87,20,100,Flop,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
30 Sep,Kantara,407.82,42.38,363.82,44,16,All Time Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
30 Sep,Ponniyin Selvan - Part 1,488.36,14.97,313.36,175,250,All Time Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
29 Sep,Naane Varuvean,35.6,0.6,29.6,6,30,Above Average,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
23 Sep,Alluri,-,1.24,1.46,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
23 Sep,Krishna Vrinda Vihari,8.1,6.28,6.95,1.15,10,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
16 Sep,Nenu Meeku Baaga Kavalsinavaadini,-,0.4,0.47,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
16 Sep,Saakini Daakini,-,0.25,0.3,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
16 Sep,Aa Ammayi Gurinchi Meeku Cheppali,1.47,1.75,2.07,0.25,10,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
15 Sep,Vendhu Thanindhathu Kaadu,54.5,0.89,41,13.5,25,SuperHit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
09 Sep,Brahmastra Part One: Shiva,431,15.27,315.5,115.5,350,Hit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
09 Sep,Oke Oka Jeevitham,21.8,11.26,14.8,7,15,Hit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
08 Sep,Captain,7.88,1.16,6.88,1,20,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
02 Sep,Ranga Ranga Vaibhavanga,6.45,4.57,5.35,1.1,10,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
31 Aug,Cobra,58.86,5.78,50.86,8,90,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
25 Aug,Liger,56.18,21,48.58,7.6,125,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
18 Aug,Thiruchitrambalam,117.2,1.23,90.3,26.9,35,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
13 Aug,Karthikeya 2,117.87,55.4,102.37,15.5,15,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
12 Aug,Macherla Niyojakavargam,15.15,12.41,14.15,1,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
11 Aug,Laal Singh Chaddha,133.5,0.09,72.5,61,180,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Aug,DC League of Super-Pets,-,0.01,2.89,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Aug,Sita Ramam,94.28,40.87,77.28,17,25,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Aug,Bimbisara,64.6,49.24,58.1,6.5,30,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
04 Aug,Bullet Train,0.85,0.07,4.12,0.85,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
29 Jul,Ramarao On Duty,8.6,6.47,7.6,1,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
28 Jul,The Legend,-,0.22,5.92,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
28 Jul,Vikrant Rona,100.35,5.93,94.75,5.6,95,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
22 Jul,Thank You,3.5,9.43,11.13,0.8,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
22 Jul,Shamshera,60.75,0.28,47.75,13,150,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
22 Jul,Maha,-,0.03,1.6,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
15 Jul,My Dear Bootham,-,0.27,1.95,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
15 Jul,Gargi,-,1.93,5.63,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
14 Jul,The Warriorr,31.5,24.07,30,1.5,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
08 Jul,Happy Birthday,-,3.03,3.58,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
07 Jul,Thor: Love And Thunder,6295,2.05,125.75,3455,1900,Hit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
01 Jul,Yaanai,21.8,0.71,19.8,2,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
